community,building_type,_date,average_price
Woodbine-Lumsden,Detached,2022Q1,1325905.90648434
Woodbine-Lumsden,Detached,2022Q2,1426357.1649984084
Woodbine-Lumsden,Detached,2022Q3,1506532.2201615267
Woodbine-Lumsden,Detached,2022Q4,1541108.730492512
Woodbine-Lumsden,Detached,2023Q1,1595276.4187278154
Woodbine-Lumsden,Detached,2023Q2,1606945.215613602
Woodbine-Lumsden,Detached,2023Q3,1579599.0636104597
Woodbine-Lumsden,Semi-Detached,2022Q1,1077074.0785995473
Woodbine-Lumsden,Semi-Detached,2022Q2,1125363.061292716
Woodbine-Lumsden,Semi-Detached,2022Q3,1233100.617774923
Woodbine-Lumsden,Semi-Detached,2022Q4,1089815.6134900446
Woodbine-Lumsden,Semi-Detached,2023Q1,1285358.118374512
Woodbine-Lumsden,Semi-Detached,2023Q2,1348130.5525168937
Woodbine-Lumsden,Semi-Detached,2023Q3,1308707.335032838
Wychwood,Att/Row/Twnhouse,2022Q1,1134999.6939413387
Wychwood,Att/Row/Twnhouse,2022Q2,1229972.208726997
Wychwood,Att/Row/Twnhouse,2022Q3,1358577.1063452358
Wychwood,Att/Row/Twnhouse,2022Q4,1438539.1649530218
Wychwood,Att/Row/Twnhouse,2023Q1,1552716.1059607521
Wychwood,Att/Row/Twnhouse,2023Q2,1745368.0340346275
Wychwood,Att/Row/Twnhouse,2023Q3,1849696.115889697
Wychwood,Detached,2022Q1,2038400.1096165983
Wychwood,Detached,2022Q2,2270735.4010467515
Wychwood,Detached,2022Q3,2030537.1879939165
Wychwood,Detached,2022Q4,2155229.3830454075
Wychwood,Detached,2023Q1,2230806.801893157
Wychwood,Detached,2023Q2,2338055.1219617324
Wychwood,Detached,2023Q3,2076640.0851335872
Wychwood,Semi-Detached,2022Q1,1452385.8720104902
Wychwood,Semi-Detached,2022Q2,1745568.9901330753
Wychwood,Semi-Detached,2022Q3,1604765.3393665338
Wychwood,Semi-Detached,2022Q4,1973231.8943225998
Wychwood,Semi-Detached,2023Q1,2255083.629340607
Wychwood,Semi-Detached,2023Q2,2217756.4116090974
Wychwood,Semi-Detached,2023Q3,2065112.9454859693
Yonge-Eglinton,Condo Apt,2022Q1,838791.9967486272
Yonge-Eglinton,Condo Apt,2022Q2,850086.7203267523
Yonge-Eglinton,Condo Apt,2022Q3,850504.0114260329
Yonge-Eglinton,Condo Apt,2022Q4,977801.7254361975
Yonge-Eglinton,Condo Apt,2023Q1,1082809.7366282318
Yonge-Eglinton,Condo Apt,2023Q2,1206083.9279509173
Yonge-Eglinton,Condo Apt,2023Q3,1273694.8219123182
Yonge-Eglinton,Detached,2022Q1,3372225.1252147546
Yonge-Eglinton,Detached,2022Q2,3170889.330930039
Yonge-Eglinton,Detached,2022Q3,3631394.7910920787
Yonge-Eglinton,Detached,2022Q4,3809247.5995204574
Yonge-Eglinton,Detached,2023Q1,4017220.8653717726
Yonge-Eglinton,Detached,2023Q2,4128887.896270311
Yonge-Eglinton,Detached,2023Q3,3592601.768322678
Yonge-Eglinton,Semi-Detached,2022Q1,2015181.4714271876
Yonge-Eglinton,Semi-Detached,2022Q2,2071401.9448952456
Yonge-Eglinton,Semi-Detached,2022Q3,2091264.3209162164
Yonge-Eglinton,Semi-Detached,2022Q4,2280393.5618246384
Yonge-Eglinton,Semi-Detached,2023Q1,2392944.1785646635
Yonge-Eglinton,Semi-Detached,2023Q2,2220321.4622170907
Yonge-Eglinton,Semi-Detached,2023Q3,2119695.202026824
Yonge-St. Clair,Att/Row/Twnhouse,2022Q1,2670547.174958647
Yonge-St. Clair,Att/Row/Twnhouse,2022Q2,3275886.966966522
Yonge-St. Clair,Att/Row/Twnhouse,2022Q3,3522130.7237244206
Yonge-St. Clair,Att/Row/Twnhouse,2022Q4,4390332.497792795
Yonge-St. Clair,Att/Row/Twnhouse,2023Q1,4436600.042077739
Yonge-St. Clair,Att/Row/Twnhouse,2023Q2,4686363.857179926
Yonge-St. Clair,Att/Row/Twnhouse,2023Q3,5166149.953501549
Yonge-St. Clair,Condo Apt,2022Q1,1219286.6719880167
Yonge-St. Clair,Condo Apt,2022Q2,1336216.5353421608
Yonge-St. Clair,Condo Apt,2022Q3,1340362.90337342
Yonge-St. Clair,Condo Apt,2022Q4,1699884.9523394832
Yonge-St. Clair,Condo Apt,2023Q1,1693677.3276103097
Yonge-St. Clair,Condo Apt,2023Q2,1676755.7450838631
Yonge-St. Clair,Condo Apt,2023Q3,1608981.7502733008
Yonge-St. Clair,Detached,2022Q1,4655007.188148622
Yonge-St. Clair,Detached,2022Q2,5076750.802783183
Yonge-St. Clair,Detached,2022Q3,4958169.362716756
Yonge-St. Clair,Detached,2022Q4,5469339.481216939
Yonge-St. Clair,Detached,2023Q1,5184358.685155119
Yonge-St. Clair,Detached,2023Q2,5241521.9534754865
Yonge-St. Clair,Detached,2023Q3,5142962.89612192
Yonge-St. Clair,Semi-Detached,2022Q1,3305105.777522063
Yonge-St. Clair,Semi-Detached,2022Q2,3727367.669453507
Yonge-St. Clair,Semi-Detached,2022Q3,3700799.0916096508
Yonge-St. Clair,Semi-Detached,2022Q4,3687700.8099949295
Yonge-St. Clair,Semi-Detached,2023Q1,4054691.47935749
Yonge-St. Clair,Semi-Detached,2023Q2,4129663.6118794144
Yonge-St. Clair,Semi-Detached,2023Q3,3492646.2224467034
York University Heights,Condo Apt,2022Q1,575526.280121364
York University Heights,Condo Apt,2022Q2,564035.9278655952
York University Heights,Condo Apt,2022Q3,553770.0181429217
York University Heights,Condo Apt,2022Q4,593300.194923585
York University Heights,Condo Apt,2023Q1,651707.8484852436
York University Heights,Condo Apt,2023Q2,671357.9169130884
York University Heights,Condo Apt,2023Q3,696808.1568387956
York University Heights,Detached,2022Q1,1308174.5432136462
York University Heights,Detached,2022Q2,1395160.228760096
York University Heights,Detached,2022Q3,1403866.480901163
York University Heights,Detached,2022Q4,1487256.326093032
York University Heights,Detached,2023Q1,1455685.9413740875
York University Heights,Detached,2023Q2,1425238.1073895535
York University Heights,Detached,2023Q3,1362311.2172537616
York University Heights,Semi-Detached,2022Q1,1057174.1330091695
York University Heights,Semi-Detached,2022Q2,1083106.1011536221
York University Heights,Semi-Detached,2022Q3,1125203.0727138724
York University Heights,Semi-Detached,2022Q4,1156651.0008702183
York University Heights,Semi-Detached,2023Q1,1172266.0051885329
York University Heights,Semi-Detached,2023Q2,1192047.944227729
York University Heights,Semi-Detached,2023Q3,1150448.4322219929
Yorkdale-Glen Park,Condo Apt,2022Q1,576210.0972803839
Yorkdale-Glen Park,Condo Apt,2022Q2,602173.6070811896
Yorkdale-Glen Park,Condo Apt,2022Q3,679589.9427330755
Yorkdale-Glen Park,Condo Apt,2022Q4,718911.5297610584
Yorkdale-Glen Park,Condo Apt,2023Q1,794076.9350706382
Yorkdale-Glen Park,Condo Apt,2023Q2,843790.919869459
Yorkdale-Glen Park,Condo Apt,2023Q3,954553.549091621
Yorkdale-Glen Park,Detached,2022Q1,1707488.352707218
Yorkdale-Glen Park,Detached,2022Q2,1857694.9793931004
Yorkdale-Glen Park,Detached,2022Q3,1913701.2216666609
Yorkdale-Glen Park,Detached,2022Q4,1966187.716207538
Yorkdale-Glen Park,Detached,2023Q1,1983836.3765834551
Yorkdale-Glen Park,Detached,2023Q2,1926042.2306962288
Yorkdale-Glen Park,Detached,2023Q3,1783212.961453413
